부착대관리번호,신호등종류,X좌표,Y좌표
03-0000013954,2.0,201762.32813,547039.96875
03-0000054978,2.0,195252.53125,541035.40625
03-0000054980,2.0,195243.46875,541014.5
03-0000025766,2.0,202563.60135,562746.13994
03-0000047356,2.0,185721.73496,545297.93855
03-0000054261,2.0,204988.04302,545259.15838
03-0000054460,2.0,192264.98331,546754.3158
03-0000054462,2.0,192283.11827,546749.33688
03-0000046755,2.0,200879.21806,551749.59128
03-0000035104,2.0,201319.70598,552047.73071
03-0000046585,2.0,187257.74333,546609.69624
03-0000055335,2.0,199019.858,545128.08998
03-0000028981,2.0,202545.81045,557736.45752
03-0000017225,2.0,208316.86252,548972.28309
03-0000018322,2.0,202927.60708,560754.2177
03-0000052687,2.0,197585.1882,552305.98786
03-0000053869,5.0,207713.70457,554375.95241
03-0000033848,2.0,193413.96875,544480.6875
03-0000009344,2.0,199715.94884,551644.19467
03-0000009345,2.0,199747.82487,551633.52081
03-0000022628,2.0,200914.05686,551379.51059
03-0000054434,2.0,204032.93464,564555.67246
03-0000054434,2.0,204031.97806,564547.04369
03-0000017722,2.0,202972.93581,560750.00348
03-0000015768,2.0,204619.3605,550161.966
03-0000015864,2.0,204626.89063,550140.0625
03-0000055091,2.0,200174.39063,552622.71875
03-0000055093,2.0,200175.79688,552672.6875
03-0000007416,2.0,196188.98822,555692.81166
03-0000007414,2.0,196191.5723,555696.76457
03-0000021445,2.0,205017.51194,554655.98907
03-0000035651,2.0,188627.25161,547856.06756
03-0000054869,2.0,196632.25435,547009.62077
03-0000054873,2.0,196649.97081,547001.21204
03-0000054878,2.0,196616.65625,546962.5625
03-0000054882,2.0,196518.83823,546987.3811
03-0000054883,2.0,196512.7841,546995.4328
03-0000031481,5.0,207822.35614,553481.12057
03-0000016683,2.0,199689.33675,549090.61685
03-0000006924,2.0,199869.00614,551644.20386
03-0000033209,2.0,192977.77986,539652.97926
03-0000055086,2.0,190673.61343,539620.64155
03-0000055087,2.0,196344.31226,541387.97032
03-0000055089,2.0,196328.81226,541400.12032
03-0000042736,2.0,202577.57813,557718.59375
03-0000042827,2.0,204055.82813,564909.4375
03-0000055125,2.0,201699.16946,557393.59683
03-0000055127,2.0,201683.7632,557388.48145
03-0000055129,2.0,201654.82663,557412.15773
03-0000041969,2.0,201671.5578,557422.77528
03-0000023095,2.0,205401.03519,556350.44188
03-0000023097,2.0,205400.30338,556377.64269
03-0000010089,2.0,204383.05742,561919.43728
03-0000021253,2.0,182218.65625,553481.3125
03-0000011964,2.0,188922.1791,543555.85114
03-0000011976,2.0,189801.87458,549086.30264
03-0000043407,2.0,205145.09708,554859.48574
03-0000020147,2.0,203891.05302,558778.71462
03-0000019739,2.0,203909.78976,558788.92011
03-0000054186,2.0,204134.15045,561316.11224
03-0000054187,2.0,204137.15155,561310.17257
03-0000016157,2.0,207814.50533,549504.99726
03-0000046281,2.0,203675.00197,541141.48555
03-0000016355,2.0,200998.86193,549024.31161
03-0000033755,2.0,191862.06771,543471.75
03-0000033756,2.0,193959.1325,552170.60357
03-0000010071,2.0,189986.5,548709.6875
03-0000010090,2.0,203913.21875,563864.90625
03-0000010095,2.0,201303.82556,555347.43331
03-0000010123,2.0,199809.62192,551887.58189
03-0000010180,2.0,191667.19828,557761.46913
03-0000010615,2.0,193693.125,539880.46875
03-0000021631,2.0,207041.46875,552269.875
03-0000021733,2.0,203583.32452,553228.28454
03-0000021775,2.0,204386.09159,554671.07148
03-0000047060,2.0,188928.92452,547015.33608
03-0000048472,2.0,199677.50246,548028.65296
03-0000036627,2.0,208197.75261,555237.52493
03-0000043405,2.0,205118.68691,554850.06388
03-0000055474,2.0,187130.40463,546865.95471
03-0000055476,2.0,187127.03992,546889.60432
03-0000055481,2.0,187320.90939,546892.34541
03-0000055483,2.0,187326.00396,546917.75436
03-0000055486,2.0,187486.15375,546915.58869
03-0000000593,2.0,204217.35265,554129.63638
03-0000053397,2.0,204007.11188,554149.49561
03-0000021930,2.0,206704.21893,553425.93368
03-0000053881,2.0,206697.40779,553427.69145
03-0000043090,2.0,188854.95313,547805.875
03-0000036604,2.0,206870.15143,556666.31755
03-0000034158,2.0,191333.741,539115.86314
03-0000029331,2.0,191297.44792,539093.375
03-0000026197,2.0,204974.29855,562409.36124
03-0000026194,2.0,204955.66157,562430.61463
03-0000049393,2.0,200660.52602,557037.35251
03-0000022444,2.0,200041.87145,554851.89693
03-0000004227,2.0,200082.59757,554852.49729
03-0000036381,2.0,199963.00392,554844.81125
03-0000022288,2.0,201788.99332,555017.75028
03-0000055445,2.0,194635.65803,556790.45984
03-0000055446,2.0,194641.25,556783.96875
03-0000037002,2.0,207325.63417,559277.26825
03-0000001208,2.0,196928.28676,553029.08695
03-0000044380,2.0,196586.86582,543909.81575
03-0000009733,2.0,198150.90625,542780.46875
03-0000009734,2.0,198200.67045,542779.69972
03-0000011952,2.0,194445.82813,541964.90625
03-0000030333,2.0,196832.20017,546916.35159
03-0000049398,2.0,184881.90668,545216.16063
03-0000054470,2.0,204301.53441,564179.83718
03-0000054472,2.0,201821.93152,544054.29659
03-0000054474,2.0,201828.15625,544036.28125
03-0000009632,2.0,201568.60628,543949.55645
03-0000028586,2.0,198513.07813,552129.42639
03-0000045941,2.0,198489.07813,552120.34375
03-0000038178,2.0,199828.73616,552122.34314
03-0000046067,2.0,201669.04506,552417.87369
03-0000005709,2.0,190611.53579,541202.2001
03-0000054651,2.0,190604.79527,541220.96718
03-0000031330,2.0,205409.14535,556340.48937
03-0000055132,2.0,205397.05576,556353.25392
03-0000010646,2.0,193120.83522,543370.16052
03-0000010616,2.0,193152.78846,543368.07499
03-0000048089,2.0,193188.23438,543374.46875
03-0000005698,2.0,193187.89536,543390.77922
03-0000054885,2.0,196909.97982,546936.24046
03-0000054887,2.0,196907.07081,546912.68647
03-0000054425,4.0,207898.12839,548824.92271
03-0000005936,2.0,192402.43329,550834.07653
03-0000054567,2.0,199836.58096,544089.11956
03-0000054568,2.0,199842.88528,544055.91036
03-0000054156,2.0,202477.40838,551683.5665
03-0000037150,2.0,192606.93326,542059.15006
03-0000054157,2.0,202489.70313,551694.34375
03-0000027658,2.0,202457.20313,551702.25
03-0000019863,2.0,202516.22793,551670.931
03-0000019143,2.0,189578.28125,548518.21875
03-0000055226,2.0,185624.65625,543347.0
03-0000055230,2.0,185613.0625,543369.75
03-0000055233,2.0,194088.8125,546417.90625
03-0000055234,2.0,194078.5309,546427.06729
03-0000054363,2.0,206887.80172,561641.64088
03-0000025289,2.0,206911.53498,561662.09388
03-0000054365,2.0,206910.71309,561762.26043
03-0000042027,2.0,192865.6674,549530.35729
03-0000054562,2.0,192873.79467,549543.35202
03-0000033877,2.0,199354.454,551656.78836
03-0000009340,2.0,199389.09621,551644.43832
03-0000010719,2.0,195182.37964,550311.6371
03-0000015669,2.0,212193.6875,550583.71875
03-0000053944,2.0,201333.625,545003.25
03-0000053946,2.0,201334.32914,544974.89696
03-0000053948,2.0,213848.17188,551126.0625
03-0000055239,2.0,182430.26068,549987.74692
03-0000045342,2.0,184090.1478,550838.62626
03-0000037596,2.0,200584.57253,542078.59584
03-0000022144,2.0,204638.72686,560927.6638
03-0000008696,2.0,190878.40955,543732.81629
03-0000008772,2.0,194225.14063,544749.0
03-0000008787,2.0,186155.65119,544576.47716
03-0000008825,2.0,192727.36391,546154.02997
03-0000008882,2.0,185798.5988,544274.65354
03-0000031980,2.0,204906.55505,564550.27988
03-0000027023,2.0,204864.16449,564563.90988
03-0000021185,2.0,205195.38156,551575.28125
03-0000055174,2.0,200014.391,552948.813
03-0000055175,2.0,200008.33096,552947.40108
03-0000055177,2.0,200028.734,552932.906
03-0000055303,2.0,193957.21875,540528.90625
03-0000055304,2.0,193948.82813,540490.8125
03-0000013019,2.0,203132.95313,545944.1875
03-0000011738,2.0,201759.57813,545681.6875
03-0000054031,2.0,189869.93254,554044.22219
03-0000054033,2.0,194075.09735,549947.65113
03-0000010702,2.0,191265.65625,539499.1875
03-0000043047,2.0,197448.28328,552257.76193
03-0000055421,2.0,205137.23824,563912.88247
03-0000055423,2.0,205107.18379,563929.9717
03-0000055425,2.0,196366.96507,548612.55322
03-0000055426,2.0,196388.33921,548609.43048
03-0000051350,2.0,194645.20412,556767.67933
03-0000055443,2.0,194638.92188,556770.65625
03-0000051352,2.0,194602.90625,556774.75
03-0000010913,2.0,193973.23438,540930.6875
03-0000054413,2.0,194060.90625,541104.59375
03-0000054414,2.0,194041.21875,541083.96875
03-0000010970,2.0,191696.35938,539385.9375
03-0000055456,4.0,205690.86969,563157.42213
03-0000026200,2.0,204753.56928,562454.74478
03-0000018695,2.0,190389.53268,547509.86049
03-0000055135,2.0,202540.71577,561251.06275
03-0000023175,2.0,202081.03974,556461.9042
03-0000042389,2.0,205603.52862,562808.99487
03-0000043406,2.0,205129.06572,554870.35258
03-0000019832,2.0,187697.65636,550945.20388
03-0000032292,2.0,194270.66605,550479.91854
03-0000024532,2.0,205248.61242,559263.44639
03-0000051111,2.0,197723.18081,547012.47675
03-0000020072,2.0,207226.25903,551291.74732
03-0000018567,2.0,203926.04191,550030.02533
03-0000043381,2.0,206642.55212,554457.53181
03-0000009254,2.0,191875.4375,544291.0625
03-0000011884,2.0,197375.34375,553782.78125
03-0000043658,2.0,205329.36312,563283.07904
03-0000008639,2.0,191942.93237,553213.03527
03-0000007703,2.0,190621.2675,553716.62845
03-0000044403,2.0,211948.44581,547761.2718
03-0000038114,2.0,194159.93446,555705.15664
03-0000006395,2.0,193777.81305,551690.90484
03-0000006380,2.0,196285.77142,552391.73472
03-0000028571,2.0,193916.97762,553241.66852
03-0000010930,2.0,191699.62891,539361.96049
03-0000004858,2.0,191687.58403,539383.28811
03-0000010962,2.0,191675.51563,539527.90625
03-0000049185,2.0,202108.14651,551039.72246
03-0000071294,2.0,192458.76786,552865.80803
03-0000008751,2.0,192713.2631,552840.12289
03-0000011685,2.0,192472.18797,552849.6845
03-0000026915,2.0,202044.62413,559570.11323
03-0000054366,2.0,206890.50438,561744.10635
03-0000030921,2.0,188811.0,546865.34375
03-0000009243,2.0,194203.94001,552399.37607
03-0000009286,2.0,191980.42188,546443.46875
03-0000009355,2.0,197722.08116,556633.53326
03-0000009445,2.0,193939.25695,556569.15824
03-0000009473,2.0,205972.39434,554221.33427
03-0000009495,2.0,212824.87829,544396.50254
03-0000009579,2.0,192862.52539,558898.63922
03-0000009645,2.0,194491.77762,550241.63765
03-0000009720,2.0,191430.60059,550838.20159
03-0000009735,2.0,198807.48438,541959.8125
03-0000009778,2.0,200494.87872,542355.88779
03-0000009828,2.0,200816.16979,543206.8628
03-0000044289,2.0,215122.0366,549645.08811
03-0000009979,2.0,206271.07837,550037.84265
03-0000010009,2.0,199230.4375,541669.40625
03-0000010021,2.0,204935.22521,558717.96907
03-0000010068,2.0,189979.54688,548723.1875
03-0000043418,2.0,205000.64063,551632.9375
03-0000043419,2.0,204991.5625,551628.46875
03-0000018301,2.0,205718.04688,551316.9375
03-0000066271,2.0,210339.09431,543912.52814
03-0000053951,2.0,213856.40625,551124.96875
03-0000010298,2.0,211693.125,544446.5
03-0000053954,2.0,211686.80008,544476.3401
03-0000051326,2.0,209238.132,546685.85013
03-0000053955,2.0,209229.70248,546709.62396
03-0000028889,2.0,198903.40625,552424.1875
03-0000055468,2.0,204143.41583,553528.52108
03-0000033808,2.0,191906.51563,544033.59375
03-0000030351,2.0,212384.7344,548726.5313
03-0000017709,2.0,208188.625,549971.1875
03-0000024170,2.0,207789.6,554104.0745
03-0000029288,2.0,205823.79982,549845.10557
03-0000010547,2.0,191037.80208,541766.375
03-0000025874,2.0,201360.13138,561977.55635
03-0000011583,2.0,204486.7221,561425.15468
03-0000011744,2.0,191695.98199,552777.77742
03-0000008625,2.0,186962.7124,544262.95324
03-0000008654,2.0,190646.36269,543864.29498
03-0000069481,2.0,203268.74239,549825.14602
03-0000019641,2.0,192026.79688,547259.3125
03-0000036981,2.0,203559.81149,561873.98307
03-0000063284,2.0,187925.61553,547437.30924
03-0000037015,2.0,202854.72908,562990.28657
03-0000012250,2.0,202273.73979,543852.81325
03-0000021401,2.0,196441.03165,548794.57485
03-0000021411,2.0,199458.11023,546713.95272
03-0000021430,2.0,202421.37723,561055.65826
03-0000021479,2.0,200185.77229,553611.33668
03-0000063897,2.0,202468.41106,543350.75348
03-0000029906,2.0,206985.23438,545465.59375
03-0000035857,2.0,186761.18071,551113.49592
03-0000031139,2.0,205975.2555,552951.46854
03-0000030436,2.0,205958.58726,552940.1943
03-0000012959,2.0,201881.85293,547106.46007
03-0000012981,2.0,203274.34748,547713.61251
03-0000022436,2.0,201435.37531,554397.81213
03-0000022449,2.0,199881.04426,554829.99438
03-0000022486,2.0,203318.14063,554258.46875
03-0000022496,2.0,203049.08771,554271.03302
03-0000022524,2.0,204062.03143,554689.05807
03-0000020684,2.0,182689.37252,552257.63298
03-0000035957,2.0,191510.54345,540395.66368
03-0000035965,2.0,187250.92637,547567.67411
03-0000035770,2.0,199433.14879,546747.38275
03-0000035781,2.0,186206.38909,551944.90637
03-0000035784,2.0,188001.66887,546986.10013
03-0000063480,2.0,194211.0625,551216.53125
03-0000014297,2.0,208251.39063,545655.53125
03-0000014321,2.0,189618.96117,544289.18492
03-0000014344,2.0,206997.71875,545483.3125
03-0000026495,2.0,202828.48205,559677.2436
03-0000034122,2.0,191854.05402,553636.02204
03-0000026206,2.0,210865.67525,546051.1906
03-0000047969,2.0,188252.21705,546115.6988
03-0000047970,2.0,188246.27839,546101.622
03-0000032754,2.0,196599.25,555952.6875
03-0000056736,2.0,187585.52106,547058.31754
03-0000061244,2.0,188216.01563,546546.28125
03-0000061245,2.0,188193.11347,546541.04567
03-0000060804,2.0,210149.60938,549428.40625
03-0000060806,2.0,210165.625,549415.90625
03-0000060807,2.0,210732.39063,549202.90625
03-0000060810,2.0,210773.10938,549175.3125
03-0000065140,2.0,192449.64063,548219.9375
03-0000046205,2.0,210855.76563,549148.90625
03-0000047707,2.0,210765.03442,549609.03474
03-0000020792,2.0,185781.76566,548827.71309
03-0000047206,2.0,191105.96875,539721.59375
03-0000020887,2.0,203994.52441,552888.27526
03-0000020989,2.0,206363.52873,552750.44125
03-0000021037,2.0,203378.17731,552712.87172
03-0000021058,2.0,203978.60098,553068.56452
03-0000064199,2.0,186239.66357,550968.70558
03-0000064225,2.0,185873.34762,551228.38604
03-0000037203,2.0,205330.16312,563253.51801
03-0000037206,2.0,205362.16312,563255.11801
03-0000035544,2.0,190530.64063,548769.75
03-0000031727,2.0,203476.46605,560063.25266
03-0000014563,2.0,210761.125,543839.0
03-0000001161,2.0,194250.56605,550507.11854
03-0000033947,2.0,194246.32813,550495.40625
03-0000006972,2.0,200218.82813,551800.09375
03-0000006974,2.0,200226.72856,551784.00414
03-0000006976,2.0,200199.96875,551758.9375
03-0000020078,2.0,207096.35058,550992.96252
03-0000029202,2.0,191286.34962,544912.28749
03-0000044320,2.0,210700.25911,547916.87281
03-0000026207,2.0,201134.2804,561323.83054
03-0000067850,2.0,201097.8032,548696.46601
03-0000034903,2.0,207604.79056,558460.68302
03-0000025271,2.0,207580.99483,558455.59123
03-0000031907,2.0,205994.41417,562026.49455
03-0000026202,2.0,204764.1947,562454.68922
03-0000024649,2.0,206346.68242,561960.91702
03-0000046938,2.0,206941.46715,557257.15333
03-0000020505,2.0,183250.03125,552638.0
03-0000020508,2.0,183206.48195,552650.84355
03-0000063203,2.0,202158.90625,558993.40625
03-0000063229,2.0,201378.02558,552589.70228
03-0000063498,2.0,192093.65757,550483.45111
03-0000042168,2.0,195415.49126,554923.92017
03-0000061397,2.0,195397.26875,554924.61171
03-0000061399,2.0,194954.125,554491.90625
03-0000061891,2.0,192172.36577,551754.62407
03-0000007430,2.0,194833.85317,554684.7286
03-0000061213,2.0,202036.01425,553207.02725
03-0000061214,2.0,202061.63053,553217.13035
03-0000001333,2.0,202036.17477,553188.49378
03-0000059975,2.0,211154.1446,540685.85632
03-0000021802,2.0,203013.10938,554252.71875
03-0000062591,2.0,211321.875,547198.0
03-0000035556,2.0,189688.83483,548563.9133
03-0000045720,2.0,193276.74721,547373.21237
03-0000035558,2.0,196436.03165,548766.48235
03-0000048964,2.0,210640.90217,541151.91809
03-0000048965,2.0,210654.87666,541146.9623
03-0000048966,2.0,210646.45172,541135.16589
03-0000034409,2.0,184796.03125,543516.90625
03-0000034411,2.0,190027.22848,542978.06158
03-0000049203,2.0,200663.24081,547870.48923
03-0000064515,2.0,200863.5,551753.1875
03-0000017033,2.0,203999.44527,550504.50559
03-0000008952,2.0,187025.60938,544257.25
03-0000017404,2.0,189040.2728,549065.61348
03-0000020031,2.0,187660.70007,546602.00727
03-0000067344,2.0,187277.88125,550900.84241
03-0000067335,2.0,187151.65453,550616.16139
03-0000067326,2.0,188975.03233,549744.22831
03-0000009214,2.0,194504.9987,547058.12548
03-0000015053,2.0,194495.9487,547052.46847
03-0000008620,2.0,194488.54053,547049.52771
03-0000015052,2.0,194467.73438,547073.46875
03-0000037455,2.0,186604.96307,551246.37513
03-0000037465,2.0,200132.17985,553793.48426
03-0000065644,2.0,192126.56378,542402.3448
03-0000010665,2.0,190990.55917,541581.19863
03-0000010675,2.0,192392.88298,538974.88999
03-0000000703,2.0,212547.90625,549299.375
03-0000010955,2.0,190778.41503,552879.82317
03-0000010993,2.0,192670.74375,545856.98909
03-0000035439,2.0,205159.49715,551574.42245
03-0000009701,2.0,197509.81392,542784.86713
03-0000009721,2.0,191452.42944,550828.13311
03-0000028993,2.0,193196.28997,556218.32804
03-0000029027,2.0,203598.94361,558898.24835
03-0000051315,2.0,209901.29199,546697.61014
03-0000051318,2.0,209261.13199,546578.57013
03-0000037342,2.0,209288.12827,546557.32063
03-0000026745,2.0,206288.93586,562388.82156
03-0000044209,2.0,194985.72297,553853.00876
03-0000037413,2.0,199351.69953,542464.84609
03-0000037415,2.0,196083.54948,542275.81239
03-0000037420,2.0,204230.19464,542149.85533
03-0000037438,2.0,204446.3097,548958.17622
03-0000050134,2.0,190138.73659,546727.67859
03-0000050136,2.0,190121.5673,546743.68411
03-0000051811,2.0,185932.03125,543943.78125
03-0000010726,2.0,191861.88697,552083.31203
03-0000010756,2.0,191534.61765,552418.81418
03-0000010792,2.0,193007.80177,548019.16194
03-0000010906,2.0,196025.43892,550855.51546
03-0000010916,2.0,191399.6176,541170.5519
03-0000010935,2.0,193586.71875,543361.625
03-0000010945,2.0,202050.2583,544428.57652
03-0000048505,6.0,201453.7944,546826.31055
03-0000042161,2.0,191941.08109,553029.55384
03-0000038113,2.0,194179.9739,555703.35732
03-0000000064,2.0,192263.24649,555436.16759
03-0000047443,2.0,200166.8927,552642.15975
03-0000034169,2.0,193118.69707,539941.82019
03-0000034172,5.0,193700.41642,543104.41976
03-0000048051,2.0,209264.83199,546560.04914
03-0000051146,2.0,207744.07896,551035.8646
03-0000010370,2.0,191602.13842,540029.0467
03-0000021266,2.0,205248.8719,552603.65812
03-0000051108,2.0,182310.45313,553270.34375
03-0000051109,2.0,182319.76791,553329.74042
03-0000035576,2.0,203941.36737,550254.67781
03-0000035590,2.0,207817.56791,550490.78762
03-0000036013,2.0,189203.71716,546809.35404
03-0000036629,2.0,205698.88568,555018.50451
03-0000020548,2.0,187544.68318,547496.23012
03-0000016502,2.0,197550.25575,547049.15483
03-0000016498,2.0,197320.79997,547141.2398
03-0000010382,2.0,194510.125,541247.90625
03-0000010432,2.0,191205.76998,539407.67503
03-0000026753,2.0,205321.46312,563274.2806
03-0000010468,2.0,203314.66289,540225.60712
03-0000010543,2.0,192084.96761,542922.75495
03-0000010555,2.0,190581.43906,542167.78272
03-0000010626,2.0,194077.34375,542047.21875
03-0000010637,2.0,191197.58623,552525.47988
03-0000010686,2.0,193534.61091,540111.77207
03-0000010775,2.0,203530.11989,541054.0962
03-0000010796,2.0,203444.02413,541197.65404
03-0000010820,2.0,191808.5,541924.8125
03-0000010844,2.0,192875.20336,538965.09006
03-0000010341,2.0,198321.27139,551126.09547
03-0000010350,2.0,190460.90221,551836.41548
03-0000010392,2.0,194263.09105,541334.12517
03-0000010430,2.0,194490.48438,542848.0625
03-0000010451,2.0,189298.41626,549942.33008
03-0000010461,2.0,192262.36399,542442.63655
03-0000014183,2.0,205844.5,546217.78125
03-0000035979,2.0,186590.76563,550081.125
03-0000047429,2.0,189806.42151,546674.52392
03-0000009099,2.0,195041.67247,553882.63161
03-0000048482,2.0,201309.46711,555675.56946
03-0000048776,2.0,194373.034,553368.28475
03-0000000264,2.0,191579.54531,551376.88883
03-0000048782,2.0,205269.64353,552602.95066
03-0000048780,2.0,205387.04688,551391.90625
03-0000048781,2.0,205389.39797,551384.00233
03-0000049170,2.0,212677.51644,549748.04462
03-0000023622,2.0,206764.05164,554049.52274
03-0000031417,2.0,206774.63875,554036.66316
03-0000051164,2.0,191299.95892,544748.56781
03-0000051165,2.0,191290.45893,544726.16782
03-0000037037,2.0,202188.62661,560740.42559
03-0000037042,2.0,193808.41566,543222.13724
03-0000037054,2.0,203754.84748,562758.13773
03-0000037056,2.0,203822.35938,563056.5625
03-0000037059,2.0,204029.15938,564557.22111
03-0000037510,2.0,191247.12688,552858.09019
03-0000049133,2.0,193178.10657,554007.37266
03-0000047309,2.0,201950.63823,557187.95529
03-0000003478,2.0,197064.96337,556226.58044
03-0000010561,2.0,195181.90625,543053.3125
03-0000010616,2.0,193151.36686,543367.16707
03-0000010625,2.0,192749.9004,543337.54553
03-0000049204,2.0,200588.26994,548046.80422
03-0000043074,2.0,193570.02967,547832.07062
03-0000029146,2.0,203211.44716,540123.55439
03-0000037211,2.0,201453.53589,560286.34403
03-0000019302,2.0,185763.17007,551267.40713
03-0000011754,2.0,212130.55962,544962.71226
03-0000051167,2.0,192764.42188,544974.5625
03-0000033792,2.0,192980.1719,544962.8125
03-0000018392,2.0,191024.21654,545683.98601
03-0000051169,2.0,192305.48438,538959.1875
03-0000051170,2.0,192294.39063,538974.34375
03-0000051171,2.0,193547.00001,543531.28218
03-0000051173,2.0,193539.46875,543555.3125
03-0000051174,2.0,193512.53035,543658.75284
03-0000026235,2.0,202682.41906,559498.56021
03-0000042724,2.0,202559.78125,557776.625
03-0000048681,2.0,197369.3125,548013.8125
03-0000037257,2.0,202107.40232,559617.81822
03-0000037259,2.0,202082.59891,559627.02028
03-0000037234,2.0,202023.52051,559642.96467
03-0000037235,2.0,202065.26563,559597.5625
03-0000037241,2.0,201594.49009,558596.64063
03-0000037244,2.0,202122.70313,559144.71875
03-0000037245,2.0,202205.15602,558809.31004
03-0000042250,2.0,188566.66636,548479.49296
03-0000006707,2.0,200574.42035,551868.54166
03-0000049141,2.0,204083.62568,561052.65418
03-0000049142,2.0,203616.27429,561611.23418
03-0000049145,2.0,203610.1943,561588.14864
03-0000019419,2.0,191906.48438,547543.0
03-0000031567,2.0,205257.23978,559280.63477
03-0000019482,2.0,200897.31695,550625.90196
03-0000004195,2.0,197931.23007,550425.11114
03-0000013662,2.0,205394.65556,544943.36196
03-0000020248,2.0,187182.01825,550609.77342
03-0000013535,2.0,209631.13818,544015.94586
03-0000034198,2.0,188627.09375,547104.34375
03-0000034209,2.0,200213.87956,551530.03082
03-0000030271,2.0,199175.77622,546730.0724
03-0000030268,2.0,197312.66396,547119.0609
03-0000038029,2.0,197329.40724,547103.85734
03-0000051154,2.0,197452.66748,547067.05553
03-0000016500,2.0,197479.81877,547080.25206
03-0000035134,2.0,205801.66903,548495.98426
03-0000043645,2.0,207170.45572,548013.4049
03-0000043644,2.0,207149.45165,548023.29698
03-0000048382,2.0,191983.28173,543697.03873
03-0000014355,2.0,204838.63705,547318.32574
03-0000013221,2.0,203718.00695,542685.8342
03-0000013251,2.0,208845.31923,543063.67587
03-0000034103,2.0,194917.74853,542239.88066
03-0000034106,2.0,192282.77177,543142.15921
03-0000034109,5.0,194261.401,541991.65191
03-0000034110,2.0,193128.42926,543382.45881
03-0000034114,2.0,194361.34375,541763.78125
03-0000029947,2.0,210709.14106,543833.89398
03-0000030042,2.0,198980.85768,548278.95425
03-0000030084,2.0,206467.70534,549574.18847
03-0000021811,2.0,203046.96018,554111.04849
03-0000036258,2.0,203168.36598,554103.29378
03-0000008610,2.0,193960.01492,552167.28028
03-0000033756,2.0,193973.46145,552160.37442
03-0000008670,2.0,193966.2444,552192.02504
03-0000017391,2.0,205112.12386,548726.53233
03-0000017618,2.0,205497.22437,548880.54472
03-0000050566,2.0,204742.17583,548844.43302
03-0000035821,2.0,197301.44273,546871.0403
03-0000037285,2.0,192589.31159,552046.05836
03-0000037289,2.0,204194.48811,561098.65803
03-0000037293,2.0,206865.87796,556952.27006
03-0000030748,2.0,187939.29731,550455.99255
03-0000030790,2.0,200969.7197,550511.64597
03-0000012425,2.0,202188.01563,543559.28125
03-0000048807,2.0,203177.875,551564.15625
03-0000021185,2.0,205196.08651,551575.89084
03-0000035439,2.0,205165.06244,551570.84084
03-0000043641,2.0,205525.50736,551999.085
03-0000009654,2.0,202301.9096,544587.03641
03-0000009683,2.0,202369.4375,543627.15625
03-0000035618,2.0,201154.56158,551029.47336
03-0000021786,2.0,203583.12847,554119.3114
03-0000021785,2.0,203641.21207,554131.30731
03-0000036252,2.0,203680.81105,554122.19712
03-0000045131,2.0,197862.83999,551147.10556
03-0000008824,2.0,190948.51563,543125.6875
03-0000024291,2.0,205795.69672,558589.71518
03-0000037284,2.0,202932.68877,560227.70379
03-0000022792,2.0,200799.15158,556219.72983
03-0000018971,2.0,191305.64063,547428.0
03-0000013550,2.0,184398.01563,543258.28125
03-0000034531,2.0,184496.75,543328.40625
03-0000034071,2.0,194272.66323,541280.62423
03-0000034072,2.0,203529.97969,545329.31214
03-0000034075,2.0,192274.50558,543123.17758
03-0000008981,2.0,191225.29167,542554.53125
03-0000046879,2.0,187348.3603,544378.94987
03-0000009001,2.0,191349.58835,540661.45005
03-0000009010,2.0,185890.81845,543694.31169
03-0000009048,2.0,189015.89063,544558.0
03-0000009056,2.0,192083.3698,543851.46875
03-0000009076,2.0,195017.38433,554730.69426
03-0000043894,2.0,202915.08556,551886.23235
03-0000013730,2.0,204669.51617,544632.95038
03-0000013820,2.0,205022.28655,544773.22342
03-0000013888,2.0,207174.99131,545221.75764
03-0000006081,2.0,194183.74786,556267.75088
03-0000048369,2.0,190432.45313,553816.75
03-0000048278,2.0,207880.71875,542742.75
03-0000006065,2.0,194164.64491,556256.32188
03-0000037105,2.0,202815.23467,559510.97718
03-0000037108,2.0,201196.30011,559184.94695
03-0000021570,2.0,204945.716,552998.24233
03-0000021618,2.0,207211.29262,552444.6025
03-0000030720,2.0,185487.65012,546692.52819
03-0000037316,2.0,203217.29445,559675.93537
03-0000037322,2.0,190122.19116,552649.92196
03-0000020113,2.0,185926.53207,551905.14044
03-0000022169,2.0,206706.5639,553386.07315
03-0000037997,2.0,195766.63829,546140.95115
03-0000036946,2.0,197686.77708,553733.41032
03-0000036959,2.0,203377.99789,559931.1132
03-0000045332,2.0,184347.4375,550877.84375
03-0000048858,2.0,211533.70215,545454.17333
03-0000046900,2.0,203861.29303,561323.89676
03-0000034128,2.0,191650.20313,539662.71875
03-0000034132,2.0,193048.95016,548005.53147
03-0000034136,2.0,186456.07098,544256.90897
03-0000034138,2.0,192741.53959,551031.31582
03-0000034140,2.0,203508.77987,541016.8962
03-0000034143,2.0,193938.63855,540576.65048
03-0000034144,2.0,203400.34708,541359.96527
03-0000042366,2.0,187326.76321,546453.92063
03-0000000801,2.0,190736.84632,548655.83026
03-0000000836,2.0,189214.28125,549958.84375
03-0000020162,2.0,187951.08633,547839.98949
03-0000009348,2.0,198873.44819,550983.08215
03-0000013815,2.0,204914.31935,544729.88394
03-0000038028,2.0,197033.1427,547358.05908
