부착대관리번호,신호등종류,X좌표,Y좌표
03-0000050093,2.0,205468.04112,556155.90548
03-0000050094,2.0,205467.9786,556157.40603
03-0000050095,2.0,205485.89203,556178.04906
03-0000034146,2.0,192282.10938,541997.25
03-0000034147,2.0,192787.32091,538953.08408
03-0000034149,2.0,197708.52955,543028.56077
03-0000034157,2.0,195577.14063,542165.40625
03-0000034159,2.0,191953.46875,541948.5625
03-0000034161,2.0,191942.78703,557330.98465
03-0000035638,2.0,188528.76249,547637.17514
03-0000035648,2.0,206302.25,550614.5625
03-0000034132,2.0,193040.625,548013.78125
03-0000010792,2.0,193009.875,548013.1875
03-0000011330,2.0,209289.26866,546584.70991
03-0000051322,2.0,209226.33199,546686.55013
03-0000051327,2.0,209253.03199,546701.57013
03-0000051329,2.0,209256.94199,546806.78013
03-0000051331,2.0,209274.93199,546821.31013
03-0000051333,2.0,209215.77199,546961.53013
03-0000051335,2.0,209235.67199,546969.47013
03-0000014018,2.0,210354.42603,543546.03549
03-0000014038,2.0,211541.70351,541775.24271
03-0000014087,2.0,209669.24376,544058.49481
03-0000011551,2.0,201118.32814,561584.94264
03-0000034078,2.0,194460.34375,542885.375
03-0000034079,2.0,191478.2024,542054.88995
03-0000034087,2.0,193376.54803,549811.35213
03-0000034090,2.0,200180.37859,552015.5669
03-0000034093,2.0,190274.75627,542214.25899
03-0000034097,2.0,192259.09576,543121.34065
03-0000034099,2.0,191010.70979,541790.99405
03-0000001360,2.0,203400.17714,541370.87155
03-0000012681,2.0,199904.93539,545625.51483
03-0000018567,2.0,203916.51563,550032.875
03-0000050382,2.0,203799.77255,556006.83955
03-0000015609,2.0,212758.06659,550440.7449
03-0000015643,2.0,206957.49764,549554.15806
03-0000015767,2.0,204434.73788,550209.37821
03-0000045794,2.0,190164.73438,545556.09375
03-0000061029,2.0,190180.88192,545554.94506
03-0000049354,2.0,190012.20212,545555.88796
03-0000021737,2.0,202596.86788,554068.39636
03-0000043700,2.0,185626.85674,548010.96195
03-0000035933,2.0,188669.51897,550197.15558
03-0000035939,2.0,197401.88008,549401.42562
03-0000037337,2.0,203217.36555,554860.26296
03-0000037338,2.0,197135.38278,551328.46924
03-0000029194,2.0,190015.54462,542590.70863
03-0000046296,2.0,211049.05589,543504.32615
03-0000012270,2.0,189841.46875,543093.875
03-0000012287,2.0,201936.96934,542585.29927
03-0000012305,2.0,201570.60912,544818.45332
03-0000021973,2.0,202682.77711,552104.5216
03-0000041550,2.0,202190.04384,550879.78142
03-0000046524,2.0,209516.82352,549684.69906
03-0000045120,2.0,197839.5625,551218.8125
03-0000012049,2.0,191959.91704,542862.03789
03-0000012100,2.0,191013.47265,544297.17058
03-0000047311,2.0,201658.71946,554086.28305
03-0000012129,2.0,191406.86351,544605.02849
03-0000030548,2.0,190084.5,548461.0
03-0000001535,2.0,186486.98438,549932.90625
03-0000009861,2.0,186470.04927,549933.10126
03-0000038281,2.0,186494.72288,549926.41649
03-0000035848,2.0,191614.87408,547166.61781
03-0000065405,2.0,191316.26563,548276.4375
03-0000065412,2.0,190636.5758,548226.35075
03-0000065446,2.0,189962.65933,547348.65136
03-0000066005,2.0,201956.49853,556231.4267
03-0000066013,4.0,208970.0625,543080.125
03-0000066021,2.0,202199.91828,555864.39488
03-0000067770,2.0,187909.02983,550713.0316
03-0000067760,2.0,186838.76806,549984.17202
03-0000067748,2.0,191008.33745,546386.9304
03-0000068291,2.0,210626.75223,549235.34116
03-0000068547,2.0,200806.95786,550795.4966
03-0000068260,2.0,196057.42112,547511.6731
03-0000065310,2.0,192832.82787,550280.44979
03-0000065303,2.0,192104.46539,553292.77301
03-0000065254,2.0,193381.94175,553026.81562
03-0000048996,2.0,189504.26676,542434.2796
03-0000031803,2.0,204896.20752,565545.5289
03-0000065248,2.0,196909.07813,551172.25
03-0000067168,2.0,204555.38819,546337.46891
03-0000067166,2.0,204529.76135,546392.2901
03-0000067152,2.0,205872.37157,545627.57169
03-0000067147,2.0,207355.82255,542891.66372
03-0000067143,2.0,203239.51275,545692.06059
03-0000067122,2.0,202958.0918,547555.39058
03-0000067114,2.0,204682.67316,547260.39134
03-0000067112,2.0,202744.53042,546065.06891
03-0000067104,2.0,203682.11471,545070.24697
03-0000067096,2.0,205856.57554,545605.19179
03-0000067087,2.0,203107.92727,547744.43305
03-0000067074,2.0,203692.43294,547104.0395
03-0000067066,2.0,203406.64586,541357.10716
03-0000067045,2.0,204077.42419,544036.94352
03-0000067028,2.0,206095.90436,544345.88099
03-0000066147,2.0,203236.73438,544593.0625
03-0000066152,2.0,199961.84635,556563.62558
03-0000066154,2.0,199975.95395,556545.14581
03-0000066219,2.0,203616.0625,555714.59375
03-0000066427,2.0,194579.98153,560292.71403
03-0000065511,2.0,185728.68461,548672.83842
03-0000066262,2.0,210299.35012,546318.01847
03-0000065186,2.0,185912.55926,544024.03991
03-0000065184,2.0,185904.11572,544027.2256
03-0000066275,2.0,209858.46875,544568.375
03-0000066299,2.0,202261.54688,559803.125
03-0000066321,2.0,197398.76218,552804.78353
03-0000010340,2.0,197750.90778,552743.06537
03-0000068189,2.0,196890.04409,547634.64632
03-0000065193,2.0,198191.01098,552938.54001
03-0000068190,2.0,196885.06495,547628.58736
03-0000067182,2.0,190426.47043,545741.52874
03-0000062984,2.0,199782.39576,552596.16193
03-0000062995,2.0,197944.72073,552311.96834
03-0000063123,2.0,196477.34698,544640.86898
03-0000063217,2.0,202977.54688,555671.25
03-0000063215,2.0,203037.60938,555490.125
03-0000063304,2.0,184892.59375,545039.3125
03-0000063339,2.0,185033.14063,543905.46875
03-0000008524,2.0,185037.9335,543894.82213
03-0000048302,2.0,185021.17188,543961.8125
03-0000009034,2.0,185073.38726,543772.44007
03-0000062950,2.0,186737.02275,551826.13631
03-0000031187,2.0,201933.34375,555435.625
03-0000020317,2.0,186584.31425,551564.9593
03-0000065322,2.0,193137.63167,551896.90913
03-0000056352,2.0,191752.72815,554749.75215
03-0000016968,2.0,198942.41032,548309.42128
03-0000065597,2.0,185922.27764,545469.94506
03-0000063462,2.0,192321.9375,552305.3125
03-0000063471,2.0,191917.76563,552538.03125
03-0000063473,2.0,191932.66964,552540.71825
03-0000026967,2.0,202113.57315,559102.82812
03-0000063204,2.0,202155.35938,558992.59375
03-0000042770,2.0,202164.72899,559031.69975
03-0000063226,2.0,201392.42188,552599.75
03-0000063501,2.0,199918.59674,548432.72821
03-0000063508,2.0,196272.3498,552772.91919
03-0000063530,2.0,191639.87033,553634.0451
03-0000063535,2.0,195465.23246,553889.89189
03-0000063539,2.0,195304.52255,554091.74958
03-0000063623,2.0,197432.36577,549096.94532
03-0000063343,2.0,198167.9899,546535.88975
03-0000063658,2.0,191096.676,539804.86114
03-0000063659,2.0,191489.78125,538245.65625
03-0000006947,2.0,200320.34375,551058.40625
03-0000045981,2.0,200594.66215,552219.82623
03-0000064107,2.0,187863.0,549675.59375
03-0000043058,2.0,198111.12827,552773.30296
03-0000060585,2.0,192725.84183,546931.02496
03-0000065804,2.0,194068.61897,557703.66243
03-0000065805,2.0,193973.37786,556954.79629
03-0000065813,2.0,189906.07813,554022.75
03-0000065796,2.0,201135.07837,551232.56049
03-0000065834,2.0,195829.06291,543433.34239
03-0000065836,2.0,195834.46199,543431.48271
03-0000066112,2.0,207659.04788,540321.04044
03-0000066242,2.0,211131.82168,542199.82118
03-0000065192,2.0,198195.922,552934.438
03-0000065197,2.0,198175.77264,552980.80507
03-0000065167,2.0,203455.66013,555886.48562
03-0000010922,2.0,200674.00784,550029.22702
03-0000034173,2.0,200652.83337,549992.83198
03-0000066681,2.0,206659.87718,562244.09699
03-0000064943,2.0,199255.36838,552571.84018
03-0000064979,2.0,197330.37445,554588.84473
03-0000017250,2.0,212052.18095,547694.38886
03-0000042780,2.0,202147.47268,558994.9729
03-0000063058,2.0,186832.20261,551971.76971
03-0000063331,2.0,187771.17918,544988.93096
03-0000063454,2.0,189745.26563,545422.625
03-0000064130,2.0,185230.11393,545740.60349
03-0000064131,2.0,185163.44869,545954.94154
03-0000064135,2.0,185147.50815,545931.79059
03-0000064141,2.0,185134.97031,545958.54599
03-0000064188,2.0,186703.23438,550819.90625
03-0000064194,2.0,186286.74917,550972.75406
03-0000064227,2.0,187007.76367,551662.29325
03-0000064253,2.0,209371.5977,557304.4786
03-0000064251,2.0,209384.67535,557305.71662
03-0000066679,2.0,206648.22004,562248.80576
03-0000063014,2.0,198514.44264,552491.00582
03-0000061398,2.0,195423.18542,554944.01629
03-0000052340,2.0,193022.05229,559202.35269
03-0000065735,2.0,192831.92893,541498.06067
03-0000065525,2.0,186998.07627,547962.14121
03-0000065757,2.0,192830.35938,540382.375
03-0000065758,2.0,192843.9678,540403.95228
03-0000065771,2.0,195371.80577,542577.16809
03-0000066370,2.0,196933.87357,556132.20035
03-0000066385,2.0,197869.35912,551232.68344
03-0000059058,2.0,198090.42778,552773.80049
03-0000012697,2.0,203472.75681,547616.75862
03-0000065521,2.0,182453.53765,549992.69055
03-0000065621,2.0,188236.43005,545676.60388
03-0000063309,2.0,184888.4375,544579.25
03-0000076774,2.0,204493.70943,554650.28534
03-0000063241,2.0,198458.1875,543799.03125
03-0000064672,2.0,185926.47692,550559.68486
03-0000066304,2.0,202031.48144,559615.43155
03-0000066334,2.0,197669.22377,553714.10706
03-0000066361,2.0,198948.14063,552307.78125
03-0000066396,2.0,198898.79479,551668.27588
03-0000009697,2.0,199780.91102,552738.4537
03-0000066474,2.0,199808.48388,552374.34882
03-0000066779,2.0,196775.85938,551292.65625
03-0000066772,2.0,196673.0625,551088.90625
03-0000066445,2.0,196362.80982,550871.44559
03-0000048655,2.0,196364.28816,550849.16677
03-0000029306,2.0,182185.89525,553630.6363
03-0000066690,2.0,202130.39684,555017.75841
03-0000066651,2.0,185924.59006,549847.29245
03-0000066643,2.0,185665.65118,549844.65665
03-0000011900,6.0,185560.09623,549849.36127
03-0000064773,2.0,185715.36481,546385.21507
03-0000065410,2.0,190642.75801,548226.06987
03-0000065424,2.0,190472.16846,547253.68187
03-0000067057,2.0,207089.69335,544457.29494
03-0000067056,2.0,207089.81605,544446.5783
03-0000059105,2.0,185473.5625,543264.125
03-0000067199,2.0,188062.25251,546397.82556
03-0000067246,2.0,202429.14063,558178.53125
03-0000067186,2.0,190439.07853,545701.23526
03-0000066953,2.0,207101.97623,544474.19141
03-0000066951,2.0,207114.84375,544457.03125
03-0000067676,2.0,194750.98843,546786.94719
03-0000067680,2.0,194554.2954,546504.55141
03-0000067670,2.0,194632.31947,546765.91143
03-0000067666,2.0,194509.8018,546667.29028
03-0000067660,2.0,194275.06595,546448.91848
03-0000067656,2.0,194072.48081,546423.59909
03-0000067653,2.0,194183.85352,546811.03492
03-0000067648,2.0,194165.18923,546580.05779
03-0000067643,2.0,194017.55276,547063.78642
03-0000067634,2.0,193777.36909,546874.05782
03-0000067630,2.0,193640.46327,546768.82093
03-0000067606,2.0,192179.72963,546963.15374
03-0000067602,2.0,192612.94508,546429.68429
03-0000067601,2.0,190309.66767,547134.30429
03-0000067597,2.0,191297.10151,547090.21563
03-0000067596,2.0,191630.03859,547186.75776
03-0000067595,2.0,191624.11274,547165.41831
03-0000067594,2.0,191647.23876,547024.68253
03-0000067593,2.0,191586.78041,547033.90032
03-0000067592,2.0,191608.9391,546958.85136
03-0000067586,2.0,191870.31412,546648.74784
03-0000067578,2.0,190537.42036,546930.27565
03-0000067573,2.0,189853.83424,546929.97945
03-0000067567,2.0,190595.25416,546778.69298
03-0000067564,2.0,190766.35034,546744.65821
03-0000008565,2.0,205470.82813,545765.75
03-0000067365,2.0,189943.22917,547337.16126
03-0000067362,2.0,185626.88285,548468.90964
03-0000067359,2.0,186044.43537,548120.42023
03-0000067352,2.0,186090.41746,547664.50431
03-0000067348,2.0,187947.68474,550476.76788
03-0000067342,2.0,186343.59639,551067.26314
03-0000067333,2.0,187719.23843,550357.40342
03-0000067325,2.0,188989.9004,549715.15581
03-0000067315,2.0,183605.57379,550144.97622
03-0000067305,2.0,186670.57763,552147.89657
03-0000067302,2.0,187359.3641,551564.06016
03-0000067298,2.0,186589.47814,551567.48144
03-0000067292,2.0,185917.89652,551512.39217
03-0000067286,2.0,182550.6047,552594.92277
03-0000067274,2.0,183356.28481,552355.36899
03-0000067268,2.0,183261.75795,551579.25254
03-0000067262,2.0,183456.43477,552044.05069
03-0000067716,2.0,185807.56613,543125.78094
03-0000067560,2.0,191515.73951,546512.30132
03-0000067555,2.0,190377.3754,546684.73977
03-0000067553,2.0,190212.57813,546720.50862
03-0000067543,2.0,189801.08456,546496.71338
03-0000067540,2.0,190208.86252,546590.0217
03-0000067535,2.0,190038.33811,546063.62353
03-0000067527,2.0,190760.77692,546060.52469
03-0000067525,2.0,191093.59403,546398.07723
03-0000067518,2.0,190981.16212,546203.3976
03-0000067513,2.0,191234.23233,546106.35118
03-0000067507,2.0,192424.09945,548230.8256
03-0000067502,2.0,193042.47117,548014.46908
03-0000067498,2.0,193204.53891,548003.89778
03-0000067483,2.0,193533.55792,547831.05815
03-0000067466,2.0,193626.11824,547591.09944
03-0000067461,2.0,193403.26221,547188.96801
03-0000067459,2.0,193406.70225,547169.79381
03-0000067453,2.0,194278.89591,547271.88499
03-0000067448,2.0,190381.4097,549078.85655
03-0000067437,2.0,191182.72369,548369.09431
03-0000067431,2.0,191776.61025,547971.58396
03-0000067426,2.0,191894.71492,547575.73646
03-0000067422,2.0,191680.66426,547966.33112
03-0000067418,2.0,191682.75827,547658.48659
03-0000067413,2.0,191576.36095,547884.56331
03-0000067410,2.0,191511.70521,547691.05724
03-0000067405,2.0,191203.71258,548065.01226
03-0000067388,2.0,191309.79308,547437.52024
03-0000067384,2.0,191984.51385,547330.63738
03-0000067376,2.0,190406.61099,547601.87883
03-0000067372,2.0,190368.87748,547441.17961
03-0000067370,2.0,190456.66675,547243.2118
03-0000067366,2.0,189916.46533,547358.7163
03-0000067364,2.0,189963.20573,547351.60377
03-0000067361,2.0,185636.56368,548451.39265
03-0000067357,2.0,186215.43969,548144.67105
03-0000067345,2.0,187293.51887,550890.19986
03-0000067338,2.0,185846.35227,551124.13711
03-0000067332,2.0,188310.06645,550016.29274
03-0000063151,2.0,186547.07813,551752.5
03-0000063082,2.0,186828.19207,551999.0753
03-0000066302,2.0,202022.24444,559630.91449
03-0000066305,2.0,202040.36999,559644.05694
03-0000045992,2.0,200004.45904,552214.24697
03-0000067590,2.0,191600.69802,546855.11608
03-0000067589,2.0,191591.2159,546850.61123
03-0000067587,2.0,192006.39883,546620.28462
03-0000067583,2.0,191441.61852,546754.26219
03-0000067577,2.0,190500.88289,546944.45196
03-0000067572,2.0,189854.7622,546913.79723
03-0000067566,2.0,190596.20087,546783.42654
03-0000067563,2.0,190904.40721,546720.71858
03-0000067559,2.0,191008.89985,546562.06463
03-0000067554,2.0,190244.76634,546711.80449
03-0000067547,2.0,190021.81377,546758.35461
03-0000067542,2.0,189773.61023,546477.87287
03-0000067539,2.0,190191.78233,546412.35477
03-0000067534,2.0,190298.08592,546059.48049
03-0000067526,2.0,191091.37816,546475.06461
03-0000067524,2.0,191066.48807,546380.50025
03-0000067517,2.0,190979.15997,546187.89777
03-0000067512,2.0,191184.37716,546097.42959
03-0000067506,2.0,192452.59643,548227.27122
03-0000067501,2.0,193013.85984,548010.82284
03-0000067497,2.0,193240.4971,547992.40038
03-0000067488,2.0,193160.94891,547709.86025
03-0000067485,2.0,193574.16905,547838.06944
03-0000067474,2.0,192933.20185,547356.73477
03-0000067469,2.0,192766.39118,547227.55824
03-0000067464,2.0,193342.56391,547261.79735
03-0000067456,2.0,193821.57023,547318.00018
03-0000067451,2.0,194202.94523,547203.31304
03-0000067446,2.0,190530.69401,548767.5495
03-0000067441,2.0,190837.58246,548579.5231
03-0000067438,2.0,191062.0882,548416.99982
03-0000067433,2.0,191683.43316,548066.59824
03-0000067430,2.0,191792.33129,547918.22502
03-0000067425,2.0,191904.50636,547541.76918
03-0000067417,2.0,191661.14699,547528.74579
03-0000067412,2.0,191557.71729,547861.43729
03-0000067409,2.0,191538.09129,547708.48049
03-0000067404,2.0,191183.74914,548049.5368
03-0000067400,2.0,190992.41394,547747.13446
03-0000067397,2.0,190626.43004,548239.24103
03-0000067393,2.0,190746.42814,547917.14708
03-0000067389,2.0,191109.95809,547509.33163
03-0000067386,2.0,191411.4662,547387.35575
03-0000067383,2.0,192004.77161,547282.39443
03-0000063503,2.0,200041.61678,548585.38147
03-0000063208,2.0,202115.73438,559110.40625
03-0000063200,2.0,202161.71875,559010.84375
03-0000064432,2.0,192058.375,544720.0
03-0000065807,2.0,195445.28125,549083.8125
03-0000016195,2.0,196957.94824,548754.91404
03-0000065818,2.0,192151.68101,552999.9979
03-0000067381,2.0,191360.11504,547244.67405
03-0000067377,2.0,190467.71423,547704.60928
03-0000067371,2.0,190375.02268,547472.58233
03-0000067360,2.0,185691.59859,548332.43874
03-0000067349,2.0,187937.43869,550500.90623
03-0000067343,2.0,186309.74347,551064.24679
03-0000067334,2.0,187725.35175,550391.52817
03-0000067331,2.0,188305.47161,549990.75401
03-0000067329,2.0,188343.08795,549971.71104
03-0000067328,2.0,188558.46589,549824.32765
03-0000067323,2.0,189088.86368,550337.29938
03-0000067322,2.0,189076.38583,550340.47883
03-0000043689,2.0,187123.08972,550342.38847
03-0000067319,2.0,186345.14206,549677.72788
03-0000067313,2.0,183694.84218,550057.91058
03-0000067308,2.0,183411.66935,549571.3718
03-0000067301,2.0,186848.37484,551431.70981
03-0000016590,2.0,199613.38352,548329.96773
03-0000067299,2.0,186607.45349,551567.66329
03-0000067296,2.0,186605.55631,551585.50459
03-0000067293,2.0,185941.19126,551506.78314
03-0000067290,2.0,186403.44172,551209.91485
03-0000067287,2.0,185842.15768,551243.66654
03-0000067284,2.0,182996.21084,552529.00724
03-0000067281,2.0,183569.90243,552671.38711
03-0000067278,2.0,184145.99548,552731.95607
03-0000067275,2.0,183355.97643,552398.13038
03-0000067272,2.0,183363.61012,552192.05459
03-0000067269,2.0,183265.25048,551583.23623
03-0000067266,2.0,182961.78895,551406.36979
03-0000067263,2.0,183445.93939,552034.66043
03-0000067260,2.0,183344.81647,552045.92349
03-0000067259,2.0,183389.70281,552049.73658
03-0000067256,2.0,183131.06388,552044.89429
03-0000067253,2.0,182817.99838,552046.38279
03-0000067808,2.0,192377.09764,542944.75834
03-0000067731,2.0,192247.00618,548267.40806
03-0000065643,2.0,185578.57813,543206.5625
03-0000067733,2.0,186068.79962,542764.70307
03-0000067706,2.0,185823.80459,543188.43266
03-0000010963,2.0,193749.125,542976.59375
03-0000050609,2.0,197111.999,551877.59166
03-0000010855,2.0,193791.75296,542801.02786
03-0000034304,2.0,193768.85182,542797.8695
03-0000011497,2.0,193747.2519,542766.52786
03-0000034264,2.0,193735.00101,542734.22786
03-0000011468,2.0,193775.11869,542714.62786
03-0000011456,2.0,193798.85667,542715.01794
03-0000033834,2.0,193812.65228,542403.88936
03-0000035109,2.0,211909.03095,547162.32831
03-0000021957,2.0,189448.3125,549749.03125
03-0000062122,2.0,194853.04688,542562.53125
03-0000062124,2.0,194843.2813,542553.0313
03-0000062240,2.0,203188.45313,554864.90625
03-0000061649,2.0,203213.65077,554832.65993
03-0000050612,2.0,197014.56399,551758.81484
03-0000010963,2.0,193745.1027,542976.56163
